,content,label
5037,vcr fast forwarded with toe,1
5038,security guards chase naked usa fan around white house,1
5039,the ocean gentle giant,0
5040,video shows cigarette suddenly explode in new jersey woman handbag,0
5041,study finds humans evolved fingers to stop dropping stuff,1
5042,what vegetarians don want you to know or hear,0
5043,reid warren meet with progressive groups ahead of looming government shutdown,0
5044,local dullard opts for vocational school,1
5045,area man pretty loud at guitar,1
5046,watch the first trailer for bill murray a very murray christmas netflix special update ,0
5047,report election day most americans only time in 2016 being in same room with person supporting other candidate,1
5048,iraqi forces open fire on protesters storming green zone,0
5049,report one guy really fucking up 4 way frisbee circle,1
5050,the obama administration cracks down on payday lenders,0
5051,betsy devos stirs uproar by saying schools can call ice on undocumented kids,0
5052,gucci mane sentenced ,0
5053,donald trump jr divorce leaves confused heartbroken nation wondering why bad things happen to good people,1
5054,epa releases annual list of cities where tap water probably fine to drink but tastes kinda off,1
5055,human rights for hindus remains elusive in some parts of the world,0
5056,jay s 4 44 makes room for black men to be vulnerable,0
5057,nation hoping the newsroom ends before trayvon martin storyline,1
5058,el salvador upholds three decade prison term for woman who suffered stillbirth,0
5059,man needs verbal assurance that hand stamp will get him back in,1
5060,the writing life hugs peace and pray,0
5061,one man quest to document the highways that tore his city apart,0
5062,mentors we don realize exist,0
5063,a record number of people have drowned trying to reach europe this year,0
5064,john kerry attempts to bully codepink into silence,0
5065,new honda commercial openly says your kids will die in car crash if you buy different brand,1
5066,cvs is reportedly in talks to acquire aetna,0
5067,grounded plane makes snow angel on tarmac,1
5068,custom fireplace store totally jumps gentrification gun,1
5069,give the gift of play this holiday season,0
5070,bush electability argument is getting even weaker,0
5071,south korea working to formally end the korean war yes that korean war ,0
5072,trump says gulf states will pay for syrian safe zones that not the issue ,0
5073,nasa joins twitter users to name those newly discovered planets the inevitable happens ,0
5074,a weird and wonderful cabaret chronicle karen mason revisits her roots at don tell mama ,0
5075,patriotic betrayal in the 1960s when the cia turned students into spies,0
5076,gal gadot surprises college student with first wonder woman scholarship,0
5077,president trump loose lips could end his presidency,0
5078,north carolina governor bathroom obsession has been years in the making,0
5079,elderly woman relieved to know she tackled last technological advancement of lifetime,1
5080,gop presidential hopefuls fail again to sketch out an obamacare replacement,0
5081,nation admits there could be little less porn,1
5082,the president of israel reaches out to palestinian arabs of israeli citizenship,0
5083,gop congressman complains women are in my grill over obamacare repeal,0
5084,why it the thought that counts is an outdated phrase,0
5085,mitt romney we ve gotta rethink campaign finance ,0
5086,area woman baseless hatred of anne hathaway reciprocated,1
5087,the toy aisle is almost too much for this boy to handle,0
5088,is resisting trump enough ,0
5089,diorama of rome built in day,1
5090,bouncer who not that big must be fucking crazy,1
5091,j vance republican presidential nominee in 2032 ,0
5092,presidential commission announces no candidates met threshold to compete in second debate,1
5093,aaron carter opens up about his sexuality in emotional twitter post,0
5094,chris christie strange justice,0
5095,6 ugly facts about the jets latest debacle,0
5096,one on one lily cole on the gift economy,0
5097,jimmy carter to discuss cancer diagnosis on thursday,0
5098,heart shaped jacuzzi clogged again,1
5099,sanders campaign headquarters smashed up by gang of pinkerton union busters,1
5100,sessions argues justice department will not be swayed by political considerations outside private prison lobbyists wall street donors anti lgbt christian activists,1
5101,donald bush ,0
5102,sensei assistant really getting his ass whipped,1
5103,for dreamers who endured the horrors of joe arpaio arizona our work is not done,0
5104,the room carry with me,0
5105,heartbreaking illustrations document the last words of unarmed black men,0
5106,sasha obama suspicious after doing little digging around on benghazi,1
5107,parched trump takes quick sip from pudding cup between talking points,1
5108,leslie jones and adam rippon commentating on figure skating is an olympic dream,0
5109,the ryan fitzpatrick era must end for the new york jets,0
5110,all female rock band reminds moms they are enough ,0
5111,military recruiter fondly recalls when he was just naïve kid being coaxed into making binding 8 year commitment to fill quota,1
5112,adjusting several sliders on recording studio mixing console pays off big time,1
5113,morbidly curious nation wondering how far obama appearance will deteriorate in 2 years,1
5114,melania heart sinks after realizing husband uses pet name horseface for every woman he fucks,1
5115,kit harington walks back comments about male sexism ,0
5116,jill scott offers solution to prevent police assaults in schools,0
5117,why we re still fighting the last war on trade policy,0
5118,experts report 37 amount of money you need to donate to hurricane relief in order to completely forget about it,1
5119,prince harry killed taliban looking people ,1
5120,fbi chief releases composite sketch of dream house,1
5121,aly raisman sues s olympic committee for silence on larry nassar,0
5122,nostalgic man can still remember time when billboard advertised red 2 ,1
5123,in less than year trump has stripped back workers ability to unionize,0
5124,trump administration adds more foreign guest worker visas,0
5125,this color changing cake is like magic you can eat,0
5126,area man bathroom monument to ongoing war against his own disgusting body,1
5127,voters in 14 states navigating new rules while trying to cast ballots,0
5128,defense department layoffs result in increased video rentals,1
5129,area man got ton of shit on his mind right now okay ,1
5130,here all the expensive nonsense trump epa chief is wasting your taxes on,0
5131,alabama native channing tatum encourages followers not to vote for roy moore,0
5132,5 genius inventions that make it possible to nap pretty much anywhere,0
5133,these 8 arab cartoonists fight for freedom of expression every day,0
5134,latest bin laden tape for completists only,1
5135,unhinged lunatic using facebook to spread conspiracy theories,1
5136,what not to do during an interview,0
5137,comedian tracey ullman we just need more women in the studio system ,0
5138,the 7 stages of potty training,0
5139,texas officials really really want you to know sandra bland had marijuana in her system,0
5140,rubio refutes claim he soft on immigration by dragging undocumented worker he knocked out cold onto stage,1
5141,americans still don know what climate change is google shows,0
5142,peru presidential election shows narrow lead for kuczynski,0
5143,man confident perfect dating app waiting for him out there somewhere,1
5144,area man carefully weighs one side of argument,1
5145,subway drops jared fogle as spokesperson,1
5146,egypt entry visa canard,0
5147,how to eat seasonally in the middle of february,0
5148,hgtv star explains why you should never ask when are you going to have baby ,0
5149,wisconsin legislature weakens incoming democratic governor by restricting his access to food water shelter,1
5150,state dept asks s citizens in libya what the hell they were doing in libya,1
5151,experts warn prosecuting assange creates slippery slope to where we already are,1
5152,local restaurant makes foolhardy attempt at second location,1
5153,cadbury chocolate will no longer be imported from the k and everyone is depressed,0
5154,report some americans may not work in offices,1
5155,strangulation the new blow to the head says hired killer magazine,1
5156,scarface onesie social worker first tip off,1
5157,report new iphone will no longer secretly record every word you say,1
5158,the religious imagery stitched throughout the 2018 met gala,0
5159,trump epa pick went easy on industry that backed him report,0
5160,shrimp boat captain worn out from long day of putting human face on crisis,1
5161,architect asks self how le corbusier would have designed this strip mall,1
5162,coworker has that excuse that going around,1
5163, star wars fans start tradition that will help bullied kids gain confidence,0
5164, entourage fans doubt film adaptation can capture nuances of book,1
5165,men and women of armed forces thank local woman for song dedication,1
5166,there sure were bunch of white nationalists at cpac huh ,0
5167,christian slater dropped from list of names to drop,1
5168,theater glorious spring sugar daddy stingy stein,0
5169,weeping willow gets bangs,1
5170,systems administrator would so fuck new trainee,1
5171,parents create hilarious cards for the less celebrated baby milestones,0
5172,pro trump trolls target megyn kelly new book on amazon,0
5173,affable detective with healthy personal life hasn solved case in months,1
5174,friday morning email the latest in the trump comey saga,0
5175,bible only work of fiction in family home,1
5176,cryptozoologist falls for it again,1
5177,fireworks accident blows off tip of florida,1
5178,first nighter two gentlemen of veronaon screens big and bold,0
5179,open ended new bill criminalizes whatever black people up to right now,1
5180,ryan handed romney latest political positions before walking on stage,1
5181,santa signs legislation to help special wants children,1
5182,nation creepy middle school gym teachers also come out in favor of circumcision,1
5183,do latino businesses pander to white customers ,0
5184,petting zoo goats swarm horrified 4 year old,1
5185,la phil long journey with pelléas et mélisande glowing success,0
5186,netanyahu plays nice on iran arabs in washington speech,0
5187,deep inherent sadness of favorite bar overlooked,1
5188,cyndi lauper trump is bum ,0
5189,derek jeter reportedly ready to make life changing move,0
5190,u urges bin laden to form nation it can attack,1
5191,prime minister of norway gets laid,1
5192,jupiter liberals worried about their ammonia footprint,1
5193,smoker inspired by sight of elderly smoker,1
5194,study 38 age it too late,1
5195,cannibal corpse blasting from papal apartment window,1
5196,thumbtack on carpet still at large,1
5197,local gym teacher loves forcing children to dance,1
5198,college aged female finds unlikely kindred spirit in audrey hepburn,1
5199,nation not sure what signals it gave off to make candidates think it would be into them,1
5200,tony the tiger toucan sam and other kellogg mascots speak out against bullying,0
5201,violence erupts at pro trump california beach rally,0
5202,the best moments from the second democratic debate,0
5203,lab partner wants to be sex partner,1
5204,hillary clinton calls water crisis immoral in visit to flint,0
5205,watch katy perry hilarious segway fail at burning man,0
5206,people on the internet can stop making fun of tom hiddleston i heart ts top,0
5207,rookie usda agent vomits after seeing first rotten orange,1
5208,local oddball expends energy doing things,1
5209,music festival ends with thousands stranded in mud miles from shelter,0
5210,netflix to shut down planned louis k comedy special,0
5211,conscious politics hillary at the helm,0
5212,john grisham calls string of arkansas executions spectacular legal train wreck ,0
5213,the funniest tweets from women this week,0
5214,ice machine reaches deep within itself to give man one more cube,1
5215,plastic surgeon has leathery wife,1
5216,gary busey nearly drowns recovering pork chop from swimming pool,1
5217,msf is refusing all eu funding in protest at turkey migrant deal,0
5218,thursday morning email government shutdown threat looms over border wall faceoff,0
5219,mall santa crying hysterically in photo with toddler,1
5220,study 58 percent of s exercise televised,1
5221,vulture feeling nauseous after eating bad rotting deer carcass,1
5222,16 dinnertime struggles all parents have with their kids,0
5223,stouffer discontinues toaster steaks,1
5224,area dad spends super bowl looking regretfully at son who wasn allowed to play football,1
5225,turkey soccer match canceled stadium evacuated over security fears,0
5226,cat that spends life on one of two couch cushions given rabies vaccine,1
5227,havana forgotten baseball team played key role in s cuba relations,0
5228,radio host hugh hewitt inclined to vote for donald trump after urging him to drop out,0
5229,senator myspace top 8 all corporations,1
5230,new film company raises 150 million to bring diverse stories to film and tv,0
5231,tamra judge on what ahead on real housewives of orange county ,0
5232,television nerdiest indian gets real,0
5233,camera crew discreetly trails overweight woman for obesity segment,1
5234,five more inmates in california diagnosed with legionnaires disease,0
5235,black people need more representation and fewer representatives ,0
5236,new gym member lingers by free weights for several seconds before returning to elliptical machine,1
5237,north carolina residents terrified after hearing state passed new law,1
5238,trump sick and tired of mainstream media always trying to put his words into some sort of context,1
5239,beyoncé met the final five and all of our dreams came true,0
5240,louis k fan disappointed at lack of psychosexual power games in new material,1
5241,more than 12 million enroll in obamacare,0
5242,anti immigrant signs pop up on california highways as state becomes sanctuary,0
5243,tlc my husband not gay damaging for mormons especially gay mormon youth,0
5244,fsu dalvin cook found not guilty of battery plans to return to team,0
5245,status of gathering upgraded to party by presence of pizza,1
5246,second saturday staten island art walk,0
5247,crayola ceo presents jarringly ambitious 5 year plan at annual shareholders meeting,1
5248,walking in memphis huffpost listen to america tour stops in tennessee,0
5249,samantha bee airs her first ever trump positive piece,0
5250, starcraft ii legacy of the void is coming in november,0
5251,3 simple steps to teaching your child the art of persistence,0
5252,man clearly gamed which teenage mutant ninja turtle are you quiz to get raphael,1
5253,homemade die hard scene will have you saying yippee ki yay ,0
5254,fox news host donald trump could get corporate sponsors for his wall,0
5255,superintendent allegedly calls female dress code violators skanks ,0
5256,maryland is beating most nations in olympic gold medals,0
5257,gay marriage finds scant mention among republicans at values voter summit,0
5258,sleepover guests can only wonder what mysterious delights lie tucked inside off limits room,1
5259,my biggest leadership win the day my life stopped working,0
5260,sexually transmitted zika highlights brazil rampant inequality,0
5261,the iphone graveyard,0
5262,newsweek abc 20 20 reports expose abuse torture of gay youths and troubled teens,0
5263,real valentines for exhausted parents,0
5264,wounded marine friendly fire bullets hurt that much more,1
5265,more employers may be using temps to skirt immigration laws,0
5266,the time is ripe for nonprofit revolution,0
5267,missouri gop lawmaker urges lynching for vandals of confederate statue,0
5268,french teacher forces student to inform her of bathroom fire in french,1
5269,naturist retreat ends in boner,1
5270,in the heights,0
5271,the fallen served for our freedom,0
5272,20 body changes nobody tells you come before menopause,0
5273,area man would put that meeting in his top 5 all time,1
5274,epa rolls back emissions standards to increase consumer choice over type of apocalyptic hellscape earth will become,1
5275,terrified families fleeing northern gaza airstrikes seek refuge with un,0
5276,obama turns 50 despite republican opposition,1
5277,trump lies aren lies because there no such thing as facts anymore his surrogate says,0
5278,hear social media obsessed teen reaction when her parents take away phone,0
5279,15 shot in chicago on sunday,0
5280,poor kwanzaa sales disappoint retailers,1
5281,betsy devos argues issue of guns in schools should be fully left up to individual shooters,1
5282,ugh this place where bartenders wear bow tie,1
5283,frothing alex jones claims sexual harassment part of worldwide imbalance in gender power dynamics,1
5284,21 year old adult throws hissy fit,0
5285,cheney suspects bush listening in on other phone,1
5286,man who jumped fence was able to enter the white house,0
5287,burglar bursts through ymca ceiling steals toy money,0
5288,kristen wiig is comedy goddess in this deleted snl sketch,0
5289,dear christians,0
5290,man sentenced to 3 months probation for 17th degree murder,1
5291,how net neutrality repeal could silence women and people of color,0
5292, vogue assistant photo editor tasked with airbrushing out all of amy adams swastika tattoos,1
5293, take your kid to work day results in npr newscast shutting down for full minute,0
5294,impoverished kenyan bean picker can wait to see what starbucks has to say about racial sensitivity,1
5295,trevor noah trump may destroy the world but god damn he cute ,0
5296,wal mart greeter at death door,1
5297,oil tanker explosion kills 146 people in pakistan,0
5298,school of the arts aims to transform boys and girls into insufferable young men and women,1
5299,no one able to tell clam just had stroke,1
5300,roommate won shut up about his best sound mixing oscar,1
5301,dennis hastert fights to locate save neck,1
5302,white house staff frantically shredding trump campaign aides,1
5303,how harvey weinstein put the media in headlock,0
5304,15 blog posts by latinos that got us talking in 2015,0
5305,georgia school board bans theory of math ,1
5306,wound up tim kaine running around clinton campaign headquarters in pajamas,1
5307,white house this is not the geologic era to debate gun control ,1
5308,first justice league trailer will make you forget all about batman superman ,0
5309,comey trump wouldn shut up about the inauguration crowd to me either,0
5310,middle aged woman so tired of going back and forth between divorced parents nursing homes,1
5311,this sweet and sexy adult coloring book is gay valentine treat,0
5312,heidi klum stops talking trump for box of lies with jimmy fallon,0
5313,elderly parents staying active by frequently going to friends funerals,1
5314,aides concerned trump mental health declining after president admits he may not be omnipotent living god,1
5315,desperate pbs premieres nova boobs bouncin ,1
5316,facebook apologizes for giving mark zuckerberg platform,1
5317,airbnb user loves how easy website makes it to ejaculate in stranger sink,1
5318,6 ways to reduce plastic waste this summer,0
5319,jennifer lawrence may hate singing but now she a pop star,0
5320,here why women shouldn be afraid to ask for raise,0
5321,nation finds solace in knowledge candidates taking years off own lives by running for president,1
5322,isis struggling to narrow down gop debate sound bites for new recruitment video,1
5323,the fall of the would be emperor,0
5324,what understood about father daughter relationship only after my father passed away,0
5325,this cheeky 1913 letter from suffragist is giving us life,0
5326,phone sex ad masturbated to for 0 cents minute,1
5327,cnn anchors speechless after guest goes on long coherent thought,1
5328,read live updates from the vice presidential debate,0
5329,dhs individual al qaeda operative assigned to each american family,1
5330,working class whites still have it whole lot better than their black counterparts,0
5331,high culture wars heat up over controversial new opera,1
5332,why conservative catholics should chill about the pope,0
5333,denis leary drops by comedy club to try out new ford commercial,1
5334,9 year old reporter told to just be cute has landed book deal,0
5335,kim jong un thrown into labor camp for attempting to cross border into south korea,1
5336, when m acquitted ll murder those interviewers robert durst mutters while still wearing microphone,1
5337,top black staffers leave the republican national committee,0
5338,this accused mainsplainer is attacked for defending alleged victims,0
5339,can nonprofit management usurp board responsibilities ,0
5340,girlfriend acting all clingy after getting pregnant,1
5341,scott pruitt tosses another pvc tube on campfire,1
5342, the war on christmas film by ken burns,0
5343,anna faris was dropping hints about trouble with chris pratt before split,0
5344, hunger games star jena malone shares pregnancy announcement on instagram,0
5345,first 10 minutes of chess game spent explaining replacement pieces,1
5346,8 do and don ts of religion themed halloween costumes,0
5347,j crew jenna lyons doesn care how you dress for work,0
5348,why the moms who love aunties are amazing too,0
5349,join huffpost as we break down the gop debate,0
5350,man recalls simpler time when he only masturbated to still images on internet,1
5351,a megadrought looms and we can just wait for more rain to stop it,0
5352,turkish restaurant thrown into complete disarray by entry of single customer,1
5353,al franken m deeply sorry for my hilarious actions ,1
5354,report 79 of sincere thoughts played off as jokes,1
5355,vegan soldier keeps asking everyone if they want their bread,1
5356,nation dreading next 6 months of watching candidates trying to relate to it,1
5357,youtuber wastes 2 whole minutes explaining how to prep deck for sealant as if viewer total moron,1
5358,trump confidant floats crazy rbg for merrick garland scotus swap,0
5359,cinephiles will love listen up philip ,0
5360,rupert murdoch acquires cable,1
5361,twitterverse trolls marco rubio over his fool bible verse tweet,0
5362,5 brilliant tricks that make moving cheap,0
5363,weird things people bring to airports that cause long security lines,0
5364,house of cards style corruption in virginia,0
5365,area gym class prepares for mandatory exposure of penises to peers,1
5366,lara flynn boyle publicist warns interviewer upfront,1
5367,escaping ebola dangerous journey from the desert to the mediterranean sea,0
5368,trump thinking of beginning rnc speech with sexist tirade he was saving for special occasion,1
5369,candidate mass fraud during afghan vote,0
5370,half dressed man frantically scrambles out of home after hearing toyotathon deals won last long,1
5371,fierce frozen themed ball team photo goes viral,0
5372,despite armie hammer profile in good housekeeping magazine lone ranger flop at box office,1
5373,brazilian surfer angel considered for sainthood,0
5374,pbs defends arthur episode where mr ratburn reveals he the ultimate twink power bottom,1
5375,free your mind your crotch will follow,0
5376,netanyahu doubles down against obama with powerpoint on perils of affordable care act,1
5377,opening band issues two more songs warning,1
5378,study majority of calm downs ineffective,1
5379,the false resurrection of george bush,0
5380,in memory of the ms st louis,0
5381,gated community interviews dozens for exclusive drug dealer position,1
5382,seating chart revised to put problem senators up front,1
5383,45 year old fails to make someone very happy one day,1
5384,engineers still unable to produce styrofoam cup without little center nub sticking out from bottom,1
5385,dolby theatre usher throws out matt damon for attempting to film oscars with camcorder,1
5386,the burden of hate,0
5387,15 ways to look and feel younger instantly,0
5388,officials raid home of activist behind planned parenthood sting videos,0
5389, watermelon capital of world claim goes unchallenged,1
5390,elizabeth warren spends evenings tutoring underperforming candidates on creating comprehensive policy,1
5391,real life nancy drew traces source of her hpv,1
5392,how this 65 year old is beginning new chapter with parkinson s,0
5393,hilary duff dating history,0
5394,huffpost hill president eats burrito instead of revealing benghazi truths,0
5395,250 pound man sadly in best shape of his life,1
5396,puppy dies adorable death,1
5397,here how rihanna dresses for casual tuesday,0
5398,coach super profound words ballers make plays dudes are dudes ,0
5399,after celebrating the hard work of lgbt equality continues,0
5400,why trans musician laura jane grace refuses to cancel her nc show,0
5401,lie to cover surprise party sounds more fun than surprise party,1
5402,obama explains difference between police reform and war on cops ,0
5403, queer eye star antoni porowski strips to his underwear for hanes campaign,0
5404,deshawnda bradley blacklivesmatter and the reminder that self definition is essential to our survival,0
5405,man who didn get joke acts like he did,1
5406,corrugated cardboard lobby once again rates all 535 congressmen poor on corrugated cardboard related issues,1
5407,trumpcare and the gop legislating cruelty,0
5408, religious freedom clauses are point of contention as australia crafts marriage equality laws,0
5409,carly fiorina scores well on social media in face off with trump,0
5410,huffpost hill please clap 2016 nearly over,0
5411,yeti releases abdominable crunch workout video,1
5412,here some new gay slang and terminology to brighten your sunday,0
5413,kavanaugh am not denying that ford was sexually assaulted in some alternate dimension plane of existence ,1
5414,barbra streisand and jennifer hudson team up,0
5415,hammered office depot manager thrown out of chili s,1
5416,second person narrative enthralling you,1
5417,counselors quarantine homesick campers,1
5418,flexibility will close the women leadership gap,0
5419,italy japan advance to g8 finals,1
5420,laughter now exclusively used to mask feelings,1
5421,god unable to remember what year humanity goes extinct,1
5422,is your job search too old fashioned ,0
5423,romney we should never apologize for american values or japanese internment camps ,1
5424,coworkers agog as employee introduces new shirt into rotation,1
5425,nation couples descend on nation rotating restaurants,1
5426,america gets set to enjoy month or so of libya seeming like symbol of freedom,1
5427,if the us wants arabs as partners we must treat them as such,0
5428,fox news now just airing continuous blood red screen with disembodied voice chanting they re coming to kill you ,1
5429,what every parent needs to know about their schools,0
5430,bernie sanders and mike lee want fight with the saudis trump working to stop them ,0
5431,gimp tied to pole on curb outside coffee shop while owner inside,1
5432,attractive woman wealthy man somehow making it work,1
5433,reporters comb new orleans for heartwarming story,1
5434,bailiff can help wondering what life would be like on other side of judge,1
5435,roommate all into cycling now,1
5436,annoyed boss can tell employees watching ncaa tournament on his computer,1
5437,22 year old gets job at website,1
5438,businessman does his work lying on bed like schoolgirl,1
5439, report all standing between trump and presidency is nation that made him billionaire celebrity,1
5440,honda civic refusing to start engine in solidarity with striking uber workers,1
5441,bp ceo we deeply regret the tragic loss of 4 5 billion ,1
5442,trump working hard to pass cruelest health care bill yet,0
5443,heartbroken russian ambassador thought special meetings with jeff sessions were very memorable,1
5444,the best chance to defeat roy moore may be for the democratic party to lie low,0
5445,a bird joins bernie sanders in the most portland thing ever,0
5446,clear theme of obedient children emerging in father bedtime stories,1
5447,white house increases number of asylum seekers allowed to enter spike filled refugee compactor,1
5448,applicant who actually faced punishment for sexual assault clearly not yale material,1
5449,obama fills out lukewarm glassdoor review after exiting presidency,1
5450,pope francis iraq peace message meets the reality of war,0
5451,40 year old has spiky hair,1
5452,the number of puerto ricans without water grew to more than half dod,0
5453,will the atlanta falcons rise up or shrink down ,0
5454,only 12 of trump 22 450 employees have given substantial donation to his campaign,0
5455,comedians highlight the crazy things women go through to get an abortion,0
5456,immigration backlash at the heart of british push to leave the u ,0
5457,glitch in country allows citizens to temporarily walk through tables,1
5458,alarming study finds 60 of americans don know where their next value meal going to come from,1
5459, stranger things kids already look like winners on the golden globes red carpet,0
5460,leather clad nomads seize power in australia,1
5461,prince harry humiliates royal family yet again as base invaded by afghan insurgents,1
5462,musicals yes musicals are about to shake up podcasting,0
5463,father day gift way shittier than mother day gift,1
5464,that chinese girl in office am not chinese ,1
5465,10 of the funniest boomer tv moments ever,0
5466,lights go on part xxxx learning,0
5467,the one thing that makes steve aoki nervous,0
5468,trump team to tim kaine we re not unhinged you are ,0
5469,all of man accomplishments overshadowed by hefty birth weight,1
5470,donald trump tells religious conservatives he their guy,0
5471,officials unveil plan to convert underused senate chamber into storage facility,1
5472,family hesitant about sinking another 40 grand into repairs of dilapidated old grandma,1
5473,police kill armed black man in st louis on anniversary of another officer involved shooting,0
5474,can bernie sanders ride fracking to victory in new york ,0
5475,study s wastes 2 million hours annually figuring out where tape roll starts,1
5476,this water bottle for bikes turns air into water as you ride,0
5477,ten states with the most student debt,0
5478,football fan disappointed by super tuesday ,1
5479,tea party congressman listens to constituent who wears thomas jefferson costume everywhere,1
5480,the 7 things tech companies need to realize about older workers,0
5481,rescued baby bird wearing out welcome,1
5482,robert downey jr volunteers to voice mark zuckerberg real life jarvis,0
5483,cover author working on word for word remake of moby dick ,1
5484,police man killed by officers was holding phone not gun,0
5485,jpmorgan chase acquires bear stearns in tedious to read news article,1
5486,16 states back lawsuit to block anti planned parenthood measure,0
5487,real life twister kills 117,1
5488,the best food processors according to amazon reviewers,0
5489,february is historical accuracy month,0
5490,how fear of terrorism may put you at risk of long term disease,0
5491,woman gives birth to her new book baby in hilarious photoshoot,0
5492,catching up on 2 seasons of house of cards depressingly manageable,1
5493,bleeding john bolton stumbles into capitol building claiming that iran shot him,1
5494,law school applications increase upon realization that any fucking idiot can be lawyer,1
5495,bernadette peters comes up twice in one day,1
5496, the conners scores big ratings by killing off rest of family,1
5497,people climate march signs speak volumes,0
5498,man accused of masturbating in car near girl scouts,0
5499,u warns trump may be 7 months away from acquiring nuclear weapons,1
5500,your four legged friends are leaving serious carbon pawprint on the planet,0
5501,clinton hopes to clinch nomination in california,0
5502, talktome lucas braga and otaviano canuto,0
5503,celebrating pro bono month,0
5504,jessica simpson is vision in blue on date night with husband eric johnson,0
5505,joe biden dallas shooting touched the soul of the nation ,0
5506,garden too much for grandma this summer,1
5507,from ferguson to staten island justice and accountability are nowhere in sight,0
5508,single most replaceable person in company will walk if he doesn get raise,1
5509,lisa turtle looks very different these days,0
5510,democrats turn to supreme court to save golden week of early voting,0
5511,will smith the black man everyone at work can agree on,1
5512,cheney celebrates earth day by breathing oxygen,1
5513,grandson jigsaw puzzle strategy fucking pathetic,1
5514,marriage going to be hard to go back to on monday,1
5515,hillary clinton celebrates confederate flag removal at mlk day ceremony,0
5516,new photos of kit harington give got fans hope,0
5517,a wrenching new ferguson documentary asks how can we start revolution ,0
5518,judge awards heather mills writing credit on eleanor rigby ,1
5519,another noose found near c museums police say,0
5520,republicans set to lose senate control,0
5521,visionary sports columnist asserts that muhammad ali greatest fight wasn in the ring,1
5522,prince charles weds longtime horse,1
5523,george clooney slams donald trump for idiotic comments about mexico,0
5524,bodybuilder can believe he forgot to develop right arm,1
5525,the resistance gave birth to girl and her name is hannah risheq,0
5526,lupe fiasco explains why the concept of white supremacy is false,0
5527,trump faces allegations over charity that forced other politicians to resign,0
5528,silvio berlusconi swears dancer was of legal age when he paid her for sex using state money,1
5529,breitbart criticized for publishing humanizing profile of libtard beta cuck,1
5530,family members locked in heated bidding war to convince cat to sleep in their bed,1
5531,earth passes through temporal vortex hurling planet into year 2019,1
5532,mom facebook post gets real about daily parenting frustrations,0
5533,the forest that fights climate change,0
5534,this honest star wars teaser puts the pressure on j abrams,0
5535,man now too exhausted to repress both anger and sadness,1
5536,harpoon industry attempting rebrand by pointing out harpoons can harpoon stuff besides whales,1
5537,i was assaulted on campus 20 years ago and m still carrying that weight ,0
5538, rex may be smaller than previously thought report 50 foot tall researchers,1
5539,chrissy teigen already gave out the cutest award of oscar night,0
5540,solidarity prayers and support for torched st louis churches,0
5541,sleeping middle aged businessman in airport suddenly so childlike so vulnerable,1
5542,blood sucking lamprey forced to make awkward small talk with fish it hooked onto,1
5543,report nation spends 50 billion annually to get kids excited about things,1
5544,family tells ailing mandela racism over,1
5545,mitch mcconnell pledges to avoid debt ceiling disaster,0
5546,microsoft and amazon have plan for driverless cars,0
5547,remainder of ross ice shelf now in smithsonian freezer,1
5548,report causes of death getting less cool over time,1
5549,kim kardashian west held at gunpoint in paris by men dressed as police officers update ,0
5550,newsweek editors argue over what to make readers fear next,1
5551,77 of us feel bad about wasting food but aren sure what to do,0
5552,the moment casey gerald realized the importance of doubt,0
5553,viacom demands youtube pull 400 000 ex tv viewers from its site,1
5554,donald trump concedes health care bill could hurt many of his supporters,0
5555,old el paso introduces emergency taco kit,1
5556,newsguild launches campaign in support of jailed reuters employees,0
5557,kourtney kardashian has girls night out with her hollywood crew,0
5558,hillary clinton aims to regain momentum at debate after surprise defeat in michigan,0
5559,study this descended from wolves,1
5560,mtv blurs out controversial extended middle finger,1
5561,scientific breakthrough reveals stars consist primarily of twinkles,1
5562,revolutionary new homophobia immersion therapy involves lowering patient into tank of gays,1
5563,scarlett johansson baby looks completely different from what she imagined,0
5564,black community united by love of homeboys in outer space episode,1
5565,farmers almanac predicting short season for primetime dramas,1
5566,in the face of systemic racism south asians must not keep silent,0
5567,magna carta awesome tale,0
5568,god weirded out by christian who loves him after only month in church,1
5569,president obama pretty sure jesus isn cool with the drones,0
5570,the lesson of harvey and irma an animal best ally is its community,0
5571,mitch mcconnell says americans won tolerate democrats blocking supreme court nominations,0
5572,41 photos of presidential pets over time,0
5573,serena williams used her tennis superpowers to take down phone thief,0
5574,surgeon general mills recommends three to five servings of froot per day,1
5575,the global search for education latin america is online,0
5576,house inappropriations committee suggests nation women dress little sexier,1
5577,man suddenly regretting asking to be taken seriously by peers,1
5578,area teen receives 2 from grandma,1
5579,everyone in whitey bulger trial found dead in woods outside dorchester,1
5580,explosions heard in rural area near aleppo,0
5581,somali pirates tow guy with stalled jet ski,1
5582,climate change denier battens down worldview to weather hurricane irma,1
5583,biden co presents best new starlet award with shyla stylez at 2015 avn adult movie awards show,1
5584,north carolina voter in heavily gerrymandered district somehow voting for montana senate mayor of phoenix,1
5585,annoying man more annoying after skydiving,1
5586,give me your dreamers that are searching for purpose,0
5587,guy with kids to have more kids,1
5588,hillary accuses china of trying to hack in everything that doesn move ,0
5589,gop preparing for contested convention,0
5590,on memorial day look inside the lives of s service members in afghanistan,0
5591,fun loving laid back woman with bit of nerdy side joins online dating service,1
5592,old photographs reveal grandmother never that attractive,1
5593,woman who shrugged out of boss shoulder rub taking no shit today,1
